file,row,field,before,after,reason
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,150,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\2b8a0c8760862e0bd6dbac062d421396.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\2b8a0c8760862e0bd6dbac062d421396.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,151,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\2ba839f1e3d3c2d8760c11ccb7e3f01c.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\2ba839f1e3d3c2d8760c11ccb7e3f01c.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,152,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\2bcbeee6ac875c40fd3adc070a35f46b.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\2bcbeee6ac875c40fd3adc070a35f46b.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,153,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\2c535167a6a1466c54bc62eb6100f577.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\2c535167a6a1466c54bc62eb6100f577.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,154,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\2c8015354af1a7509937c82f2979ba49.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\2c8015354af1a7509937c82f2979ba49.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,155,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\2c892bb46e4187bddce8fe179d7225dc.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\2c892bb46e4187bddce8fe179d7225dc.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,156,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\2cb59fe7e250f3e883c884e726719115.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\2cb59fe7e250f3e883c884e726719115.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,157,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\2d063af5457785f5c76ae1e6c06c0037.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\2d063af5457785f5c76ae1e6c06c0037.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,158,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\2d4a3f928bbd1cf6cec20fc617af2fa3.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\2d4a3f928bbd1cf6cec20fc617af2fa3.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,159,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\2e37a70ea49570b31cb4b83e5a109a7e.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\2e37a70ea49570b31cb4b83e5a109a7e.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,160,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\2f3bb25eb6ae1a19b982c6ba56f725e2.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\2f3bb25eb6ae1a19b982c6ba56f725e2.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,161,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\2fa41afdcc3955d6ab0bdc5656caa0d1.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\2fa41afdcc3955d6ab0bdc5656caa0d1.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,162,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\300f0557394e4f85b5704774106a2067.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\300f0557394e4f85b5704774106a2067.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,163,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\305e4add9c72c91e9984305bf4e85aee.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\305e4add9c72c91e9984305bf4e85aee.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,164,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\30732ad387fb4f2429a6c5b965910869.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\30732ad387fb4f2429a6c5b965910869.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,165,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3105bf6d00f6c2164ea9285b20692df5.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3105bf6d00f6c2164ea9285b20692df5.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,166,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3124a602cb56b2a41271a8b658410457.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3124a602cb56b2a41271a8b658410457.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,167,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3126f384167edfe4650413888feb60f1.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3126f384167edfe4650413888feb60f1.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,168,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\316b07c8233162f6c57b23d94b823ea8.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\316b07c8233162f6c57b23d94b823ea8.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,169,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\319781be30659abddca9230f0bca5311.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\319781be30659abddca9230f0bca5311.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,170,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\320ec834b1f64d745ebb19de0cfc184d.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\320ec834b1f64d745ebb19de0cfc184d.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,171,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\324c908cb345ed14be7a468a56f1ceba.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\324c908cb345ed14be7a468a56f1ceba.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,172,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\328a03f1cf631960207c6f6f3026bdb1.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\328a03f1cf631960207c6f6f3026bdb1.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,173,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\32c5e37a0c5d6cc1eb4b9d23c46dab55.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\32c5e37a0c5d6cc1eb4b9d23c46dab55.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,174,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\32ed4f132b9f0077a309b0d91fc944e2.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\32ed4f132b9f0077a309b0d91fc944e2.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,175,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3349c0d8861ff59db82c4e6f1d10705a.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3349c0d8861ff59db82c4e6f1d10705a.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,176,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\33cf3f2f72ca3c8480456091f6ccedfb.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\33cf3f2f72ca3c8480456091f6ccedfb.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,177,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\34bc3d49ab74c913ee2517f5e0f4e09e.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\34bc3d49ab74c913ee2517f5e0f4e09e.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,178,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\35666a43bb8105a07d1020d9a4839f2f.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\35666a43bb8105a07d1020d9a4839f2f.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,179,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3583d368951a896ea95b498bb4efaec4.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3583d368951a896ea95b498bb4efaec4.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,180,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3633b8a8cffa248a55bab4084f4ff5e9.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3633b8a8cffa248a55bab4084f4ff5e9.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,181,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\363999879bc614085397f192124c23b0.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\363999879bc614085397f192124c23b0.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,182,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\36d12290ed702e358cabe1d85657dafb.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\36d12290ed702e358cabe1d85657dafb.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,183,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\36fb9803c515de8b2b44028af25662ec.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\36fb9803c515de8b2b44028af25662ec.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,184,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\37029ba2468f77989cae221948b772ae.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\37029ba2468f77989cae221948b772ae.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,185,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\38ec375050f7c2bedcb4d1e1e7bb4e12.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\38ec375050f7c2bedcb4d1e1e7bb4e12.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,186,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3a6264c66e1ccad3f67960d50a152708.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3a6264c66e1ccad3f67960d50a152708.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,187,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3a9cdb601e0845a3e6b45c808fb75bc4.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3a9cdb601e0845a3e6b45c808fb75bc4.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,188,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3abc9bc2967d1891119ae82511e479b3.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3abc9bc2967d1891119ae82511e479b3.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,189,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3b8e32e6bb1f8849af9fde0925b2761a.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3b8e32e6bb1f8849af9fde0925b2761a.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,190,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3c3050b54b5ffefafd7d144497cf04d4.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3c3050b54b5ffefafd7d144497cf04d4.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,191,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3c3977477c6ca3ea8a3d18ba0e4afed4.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3c3977477c6ca3ea8a3d18ba0e4afed4.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,192,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3c58145fc5651bd028aaee3d5f3d6c40.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3c58145fc5651bd028aaee3d5f3d6c40.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,193,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3cf29ab62dd4b9866c7e055c59098d3e.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3cf29ab62dd4b9866c7e055c59098d3e.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,194,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3d6be0fd234f4be9a57ea0ec00d1e6b6.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3d6be0fd234f4be9a57ea0ec00d1e6b6.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,195,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3daa0e551477dbb5c10280fd744c4087.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3daa0e551477dbb5c10280fd744c4087.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,196,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3dae58e1cf69a2284f2a44ded5c7405a.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3dae58e1cf69a2284f2a44ded5c7405a.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,197,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3dead8495b3fdcdde5912953e520b303.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3dead8495b3fdcdde5912953e520b303.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,198,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3ee674202cc0887b7b43db270ca54555.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3ee674202cc0887b7b43db270ca54555.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,199,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3f2673ee39dc21448dcf80ed2a6f128f.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3f2673ee39dc21448dcf80ed2a6f128f.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,200,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3f444025d87aeacdc84c8cc7d0bf50f6.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3f444025d87aeacdc84c8cc7d0bf50f6.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,201,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3fad3a7c3d91d5d5eca2c522ac7df822.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3fad3a7c3d91d5d5eca2c522ac7df822.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,202,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\3ff22a602b26d804863daaf6b7230d47.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\3ff22a602b26d804863daaf6b7230d47.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,203,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\4117133a86ed741c387d404a8ffe5581.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\4117133a86ed741c387d404a8ffe5581.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,204,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\4127fa1e8bcb9931cc8b49367eecef78.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\4127fa1e8bcb9931cc8b49367eecef78.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,205,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\4134e5340d245866991f98a73310358f.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\4134e5340d245866991f98a73310358f.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,206,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\4170940c52599e7c3bb9b4088bb3d884.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\4170940c52599e7c3bb9b4088bb3d884.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,207,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\41a3987fef185ed06ea962df3493f57a.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\41a3987fef185ed06ea962df3493f57a.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,208,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\41cee81dbe9886a56b6c3ee56fb23448.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\41cee81dbe9886a56b6c3ee56fb23448.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,209,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\424c14b6f0a526ca2e8b4e9be9f70e03.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\424c14b6f0a526ca2e8b4e9be9f70e03.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,210,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\4268985caaa0bb4145dd056d5aa84b27.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\4268985caaa0bb4145dd056d5aa84b27.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,211,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\427db646765e399ae43ccd98c50effdc.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\427db646765e399ae43ccd98c50effdc.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,212,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\42c049fd05428f7d606e9da4a95a8c3b.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\42c049fd05428f7d606e9da4a95a8c3b.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,213,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\4308b795084095f21117491e3b07f2a7.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\4308b795084095f21117491e3b07f2a7.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,214,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\430e3d75b2b3924e82d5fcf9bec84e8b.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\430e3d75b2b3924e82d5fcf9bec84e8b.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,215,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\4334f287e7a843348a24c4dfa9718d6f.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\4334f287e7a843348a24c4dfa9718d6f.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,216,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\43b12f96beff0400ddc04da244e69983.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\43b12f96beff0400ddc04da244e69983.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,217,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\44227b3ea199ef4a06524f5c843e2608.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\44227b3ea199ef4a06524f5c843e2608.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,218,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\44ca3d27effe04ec7ac6e46ef63099b5.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\44ca3d27effe04ec7ac6e46ef63099b5.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,219,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\44ff83f86f81c54ed2540ccddcc68263.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\44ff83f86f81c54ed2540ccddcc68263.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,220,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\458c16f2648bd04054649d10a11b9fdf.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\458c16f2648bd04054649d10a11b9fdf.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,221,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\45fad4fe08460cf9aec10986ba13c582.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\45fad4fe08460cf9aec10986ba13c582.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,222,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\4652edceea12613caef68322a7fddec0.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\4652edceea12613caef68322a7fddec0.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,223,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\474f5063494b22e24a8a4855b080a640.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\474f5063494b22e24a8a4855b080a640.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,224,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\48774729b8921e024731f773e541d248.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\48774729b8921e024731f773e541d248.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,225,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\48c44319fb3ad32555821ee0c74e6719.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\48c44319fb3ad32555821ee0c74e6719.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,226,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\48e1b4c86146132c1e3b514ab99050d9.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\48e1b4c86146132c1e3b514ab99050d9.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,227,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\48f3a35fcd6c76d5d0ee2d475b3f1f51.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\48f3a35fcd6c76d5d0ee2d475b3f1f51.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,228,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\492c436c00725c4c909ec6fbc9223b92.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\492c436c00725c4c909ec6fbc9223b92.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,229,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\4a2dec8f7163be64ef67f0d09056c921.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\4a2dec8f7163be64ef67f0d09056c921.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,230,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\4b001bab36d94f73c1ead3ab74690dbc.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\4b001bab36d94f73c1ead3ab74690dbc.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,231,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\4b4502be77b11e64bf31e62dc098da41.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\4b4502be77b11e64bf31e62dc098da41.png,mapped_to_project3_raw_png
